Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       6/6           _lv_obj_destruct [322]
[321]    0.0    0.00    0.00       6         lv_obj_destructor [321]
                0.00    0.00       6/12          lv_obj_get_group [323]
                0.00    0.00       6/161         lv_obj_remove_style [235]
                0.00    0.00      10/1991        lv_mem_free [280]
                0.00    0.00       6/2857        lv_anim_del [281]
                0.00    0.00      12/272         lv_obj_enable_style_refresh [526]
                0.00    0.00       6/6           _lv_event_mark_deleted [1854]
-----------------------------------------------
                                   6             _lv_obj_destruct [322]
                0.00    0.00       6/6           obj_del_core [283]
[322]    0.0    0.00    0.00       6+6       _lv_obj_destruct [322]
                0.00    0.00       6/6           lv_obj_destructor [321]
                0.00    0.00       6/6           lv_img_destructor [539]
                                   6             _lv_obj_destruct [322]
-----------------------------------------------
                0.00    0.00       6/12          lv_obj_destructor [321]
                0.00    0.00       6/12          obj_del_core [283]
[323]    0.0    0.00    0.00      12         lv_obj_get_group [323]
-----------------------------------------------
                0.00    0.00       3/1976        lv_bar_set_range [390]
                0.00    0.00     150/1976        draw_knob <cycle 1> [125]
                0.00    0.00    1823/1976        lv_slider_event <cycle 1> [213]
[324]    0.0    0.00    0.00    1976         lv_bar_get_mode [324]
-----------------------------------------------
                0.00    0.00     250/250         anim_timer [68]
[325]    0.0    0.00    0.00     250         lv_anim_path_bounce [325]
                0.00    0.00     250/329         lv_bezier3 [379]
                0.00    0.00     250/763         lv_map [395]
-----------------------------------------------
                0.00    0.00       1/2           create_ctrl_box [147]
                0.00    0.00       1/2           _lv_demo_music_main_create [98]
[326]    0.0    0.00    0.00       2         lv_obj_set_grid_dsc_array [326]
                0.00    0.00       2/2           lv_obj_set_style_grid_column_dsc_array [388]
                0.00    0.00       2/2           lv_obj_set_style_grid_row_dsc_array [389]
                0.00    0.00       2/9           lv_obj_set_style_layout [301]
-----------------------------------------------
                0.00    0.00       1/6           auto_step_cb [130]
                0.00    0.00       1/6           lv_demo_music [57]
                0.00    0.00       1/6           create_ctrl_box [147]
                0.00    0.00       1/6           create_handle [243]
                0.00    0.00       1/6           create_cont [214]
                0.00    0.00       1/6           _lv_disp_refr_timer [4]
[327]    0.0    0.00    0.00       6         lv_obj_set_style_bg_color [327]
                0.00    0.00       6/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00     836/836         _lv_disp_refr_timer [4]
[328]    0.0    0.00    0.00     836         lv_refr_join_area [328]
                0.00    0.00     489/489         _lv_area_is_on [364]
                0.00    0.00     684/26295       lv_area_get_size [191]
                0.00    0.00     228/228         _lv_area_join [439]
-----------------------------------------------
                0.00    0.00       1/1           create_ctrl_box [147]
[329]    0.0    0.00    0.00       1         lv_imgbtn_create [329]
                0.00    0.00       1/130         lv_obj_class_init_obj [79]
                0.00    0.00       1/130         lv_obj_class_create_obj [338]
-----------------------------------------------
                0.00    0.00       6/6           lv_obj_scroll_to_view [290]
[330]    0.0    0.00    0.00       6         scroll_area_into_view [330]
                0.00    0.00       6/10          lv_obj_scroll_by [313]
                0.00    0.00      30/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00      12/2857        lv_anim_del [281]
                0.00    0.00       6/256         lv_obj_get_scroll_snap_y [400]
                0.00    0.00       6/256         lv_obj_get_scroll_snap_x [399]
                0.00    0.00       6/8625        lv_obj_get_scroll_dir [271]
                0.00    0.00       6/169417      lv_obj_has_flag [114]
                0.00    0.00       6/20414       lv_obj_get_height [236]
                0.00    0.00       6/24918       lv_obj_get_width [223]
                0.00    0.00       6/282178      lv_obj_get_parent [97]
-----------------------------------------------
                0.00    0.00       1/1           app_main [1]
[331]    0.0    0.00    0.00       1         lv_init [331]
                0.00    0.00       1/1           _lv_refr_init [351]
                0.00    0.00       1/1           lv_draw_init [429]
                0.00    0.00       1/1           _lv_anim_core_init [494]
                0.00    0.00       1/1           _lv_img_decoder_init [496]
                0.00    0.00       1/1           lv_extra_init [498]
                0.00    0.00       2/8           _lv_ll_init [1852]
                0.00    0.00       1/1           _lv_fs_init [1855]
                0.00    0.00       1/1           _lv_timer_core_init [1858]
                0.00    0.00       1/1           lv_mem_init [553]
                0.00    0.00       1/1           _lv_group_init [1856]
                0.00    0.00       1/1           _lv_obj_style_init [1857]
-----------------------------------------------
                0.00    0.00       1/2932        _lv_demo_music_list_create [62]
                0.00    0.00       2/2932        spectrum_draw_event_cb [31]
                0.00    0.00       2/2932        auto_step_cb [130]
                0.00    0.00       4/2932        lv_obj_class_create_obj [338]
                0.00    0.00       4/2932        create_cont [214]
                0.00    0.00       4/2932        lv_obj_scroll_by [313]
                0.00    0.00     406/2932        lv_refr_area [6]
                0.00    0.00    2509/2932        _lv_inv_area [166]
[332]    0.0    0.00    0.00    2932         lv_disp_get_ver_res [332]
                0.00    0.00       4/19605       lv_disp_get_default [211]
-----------------------------------------------
                0.00    0.00     150/150         calc [156]
[333]    0.0    0.00    0.00     150         grid_align [333]
-----------------------------------------------
                                                 <spontaneous>
[334]    0.0    0.00    0.00                 lv_txt_unicode_to_utf8 [334]
-----------------------------------------------
                0.00    0.00       2/889         refr_img [384]
                0.00    0.00     295/889         draw_main [49]
                0.00    0.00     592/889         lv_imgbtn_event <cycle 1> [48]
[335]    0.0    0.00    0.00     889         get_state [335]
                0.00    0.00     889/889         lv_obj_get_state [440]
-----------------------------------------------
                0.00    0.00    9691/9691        circ_calc_aa4 [204]
[336]    0.0    0.00    0.00    9691         circ_next [336]
-----------------------------------------------
                0.00    0.00    1642/1642        draw_main [36]
[337]    0.0    0.00    0.00    1642         lv_label_get_text_selection_start [337]
-----------------------------------------------
                0.00    0.00       1/130         lv_imgbtn_create [329]
                0.00    0.00       1/130         lv_slider_create [341]
                0.00    0.00      29/130         lv_obj_create [138]
                0.00    0.00      47/130         lv_img_create [124]
                0.00    0.00      52/130         lv_label_create [121]
[338]    0.0    0.00    0.00     130         lv_obj_class_create_obj [338]
                0.00    0.00     156/1728        lv_mem_alloc [251]
                0.00    0.00     104/2933        lv_mem_realloc [239]
                0.00    0.00       6/98          lv_obj_allocate_spec_attr [420]
                0.00    0.00       4/19605       lv_disp_get_default [211]
                0.00    0.00       4/30065       lv_disp_get_hor_res [184]
                0.00    0.00       4/2932        lv_disp_get_ver_res [332]
                0.00    0.00     130/130         get_instance_size [529]
-----------------------------------------------
                0.00    0.00       1/1           auto_step_cb [130]
[339]    0.0    0.00    0.00       1         lv_disp_load_scr [339]
                0.00    0.00       4/67747       lv_event_send <cycle 1> [108]
                0.00    0.00       1/5718        lv_obj_invalidate [101]
                0.00    0.00       1/12109       lv_obj_get_disp [185]
-----------------------------------------------
                0.00    0.00     592/592         lv_imgbtn_event <cycle 1> [48]
[340]    0.0    0.00    0.00     592         lv_event_get_self_size_info [340]
                0.00    0.00     592/41130       lv_event_get_param [162]
-----------------------------------------------
                0.00    0.00       1/1           create_ctrl_box [147]
[341]    0.0    0.00    0.00       1         lv_slider_create [341]
                0.00    0.00       1/130         lv_obj_class_init_obj [79]
                0.00    0.00       1/130         lv_obj_class_create_obj [338]
-----------------------------------------------
                0.00    0.00      12/12          anim_ready_handler [192]
[342]    0.0    0.00    0.00      12         fade_in_anim_ready [342]
                0.00    0.00      12/12          lv_obj_remove_local_style_prop [343]
-----------------------------------------------
                0.00    0.00      12/12          fade_in_anim_ready [342]
[343]    0.0    0.00    0.00      12         lv_obj_remove_local_style_prop [343]
                0.00    0.00      12/12          lv_style_remove_prop [344]
-----------------------------------------------
                0.00    0.00      12/12          lv_obj_remove_local_style_prop [343]
[344]    0.0    0.00    0.00      12         lv_style_remove_prop [344]
                0.00    0.00      12/1728        lv_mem_alloc [251]
                0.00    0.00      12/1991        lv_mem_free [280]
-----------------------------------------------
                0.00    0.00     434/434         anim_timer [68]
[345]    0.0    0.00    0.00     434         lv_anim_path_linear [345]
                0.00    0.00     434/763         lv_map [395]
-----------------------------------------------
                0.00    0.00       1/1           auto_step_cb [130]
[346]    0.0    0.00    0.00       1         _lv_demo_music_pause [346]
                0.00    0.00       1/10          lv_obj_clear_state [248]
                0.00    0.00       1/342         lv_img_set_zoom [78]
                0.00    0.00       1/5718        lv_obj_invalidate [101]
                0.00    0.00       1/2857        lv_anim_del [281]
                0.00    0.00       1/8           lv_timer_pause [537]
-----------------------------------------------
                0.00    0.00       6/1528        obj_del_core [283]
                0.00    0.00      16/1528        children_repos [269]
                0.00    0.00      22/1528        _lv_demo_music_list_btn_check [227]
                0.00    0.00      75/1528        calc [156]
                0.00    0.00     126/1528        find_track_end [352]
                0.00    0.00     313/1528        lv_obj_get_index [418]
                0.00    0.00     420/1528        calc_cols [245]
                0.00    0.00     550/1528        calc_rows [209]
[347]    0.0    0.00    0.00    1528         lv_obj_get_child [347]
-----------------------------------------------
                0.00    0.00       6/6           item_repos [142]
[348]    0.0    0.00    0.00       6         lv_area_set_height [348]
-----------------------------------------------
                                                 <spontaneous>
[349]    0.0    0.00    0.00                 map_set_px [349]
-----------------------------------------------
                                                 <spontaneous>
[350]    0.0    0.00    0.00                 shadow_draw_corner_buf [350]
-----------------------------------------------
                0.00    0.00       1/1           lv_init [331]
[351]    0.0    0.00    0.00       1         _lv_refr_init [351]
                0.00    0.00       1/1           perf_monitor_init [558]
-----------------------------------------------
                0.00    0.00      28/28          flex_update [160]
[352]    0.0    0.00    0.00      28         find_track_end [352]
                0.00    0.00     154/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00     126/1528        lv_obj_get_child [347]
                0.00    0.00     127/24918       lv_obj_get_width [223]
                0.00    0.00     100/20414       lv_obj_get_height [236]
                0.00    0.00      98/36651       lv_obj_has_flag_any [196]
                0.00    0.00      70/169417      lv_obj_has_flag [114]
-----------------------------------------------
                0.00    0.00       1/6           _lv_demo_music_main_create [98]
                0.00    0.00       5/6           track_load [141]
[353]    0.0    0.00    0.00       6         lv_obj_fade_out [353]
                0.00    0.00       6/95          lv_anim_start [181]
                0.00    0.00       6/406245      lv_obj_get_style_prop <cycle 2> [29]
                0.00    0.00       6/64          lv_anim_init [533]
-----------------------------------------------
                0.00    0.00       4/75          create_wave_images [230]
                0.00    0.00       4/75          create_ctrl_box [147]
                0.00    0.00       6/75          album_img_create [199]
                0.00    0.00      14/75          add_list_btn [64]
                0.00    0.00      47/75          lv_img_constructor [317]
[354]    0.0    0.00    0.00      75         lv_obj_add_flag [354]
                0.00    0.00     150/1594        lv_obj_is_layout_positioned [215]
                0.00    0.00      28/3161        lv_obj_mark_layout_as_dirty [195]
                0.00    0.00      14/282178      lv_obj_get_parent [97]
-----------------------------------------------
                0.00    0.00       4/4           lv_obj_set_flex_flow [311]
[355]    0.0    0.00    0.00       4         lv_obj_set_style_flex_flow [355]
                0.00    0.00       4/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/4           create_cont [214]
                0.00    0.00       1/4           _lv_disp_refr_timer [4]
                0.00    0.00       2/4           create_ctrl_box [147]
[356]    0.0    0.00    0.00       4         lv_obj_set_style_pad_bottom [356]
                0.00    0.00       4/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00      34/34          spectrum_draw_event_cb [31]
[357]    0.0    0.00    0.00      34         lv_event_set_cover_res [357]
                0.00    0.00      34/41130       lv_event_get_param [162]
-----------------------------------------------
                0.00    0.00      95/95          lv_anim_start [181]
[358]    0.0    0.00    0.00      95         _lv_ll_is_empty [358]
-----------------------------------------------
                0.00    0.00    1236/2606        lv_obj_scroll_to_x [265]
                0.00    0.00    1370/2606        lv_obj_scroll_to_y [287]
[359]    0.0    0.00    0.00    2606         lv_obj_scroll_by_bounded [359]
-----------------------------------------------
                0.00    0.00       1/1293        _lv_disp_refr_timer [4]
                0.00    0.00     572/1293        lv_obj_area_is_visible [120]
                0.00    0.00     720/1293        lv_refr_area_part [7]
[360]    0.0    0.00    0.00    1293         lv_disp_get_layer_sys [360]
-----------------------------------------------
                                                 <spontaneous>
[361]    0.0    0.00    0.00                 lv_draw_mask_angle [361]
-----------------------------------------------
                                                 <spontaneous>
[362]    0.0    0.00    0.00                 lv_obj_get_y [362]
-----------------------------------------------
                0.00    0.00     836/836         _lv_disp_refr_timer [4]
[363]    0.0    0.00    0.00     836         _lv_font_clean_up_fmt_txt [363]
-----------------------------------------------
                0.00    0.00     489/489         lv_refr_join_area [328]
[364]    0.0    0.00    0.00     489         _lv_area_is_on [364]
-----------------------------------------------
                0.00    0.00   12413/12413       circ_calc_aa4 [204]
[365]    0.0    0.00    0.00   12413         circ_cont [365]
-----------------------------------------------
                0.00    0.00    4313/4313        theme_apply [146]
[366]    0.0    0.00    0.00    4313         lv_obj_check_type [366]
-----------------------------------------------
                0.00    0.00       4/4           anim_ready_handler [192]
[367]    0.0    0.00    0.00       4         scroll_anim_ready_cb [367]
                0.00    0.00       4/67747       lv_event_send <cycle 1> [108]
-----------------------------------------------
                0.00    0.00       2/2           create_ctrl_box [147]
[368]    0.0    0.00    0.00       2         lv_imgbtn_set_src [368]
                0.00    0.00       2/2           refr_img [384]
-----------------------------------------------
                0.00    0.00       1/3           auto_step_cb [130]
                0.00    0.00       1/3           create_ctrl_box [147]
                0.00    0.00       1/3           _lv_disp_refr_timer [4]
[369]    0.0    0.00    0.00       3         lv_obj_set_style_bg_opa [369]
                0.00    0.00       3/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       3/3           lv_obj_set_flex_align [293]
[370]    0.0    0.00    0.00       3         lv_obj_set_style_flex_cross_place [370]
                0.00    0.00       3/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       3/3           lv_obj_set_flex_align [293]
[371]    0.0    0.00    0.00       3         lv_obj_set_style_flex_main_place [371]
                0.00    0.00       3/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       3/3           lv_obj_set_flex_align [293]
[372]    0.0    0.00    0.00       3         lv_obj_set_style_flex_track_place [372]
                0.00    0.00       3/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/3           create_ctrl_box [147]
                0.00    0.00       1/3           create_cont [214]
                0.00    0.00       1/3           _lv_disp_refr_timer [4]
[373]    0.0    0.00    0.00       3         lv_obj_set_style_pad_left [373]
                0.00    0.00       3/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/3           create_ctrl_box [147]
                0.00    0.00       1/3           create_cont [214]
                0.00    0.00       1/3           _lv_disp_refr_timer [4]
[374]    0.0    0.00    0.00       3         lv_obj_set_style_pad_right [374]
                0.00    0.00       3/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/3           create_ctrl_box [147]
                0.00    0.00       1/3           create_cont [214]
                0.00    0.00       1/3           _lv_disp_refr_timer [4]
[375]    0.0    0.00    0.00       3         lv_obj_set_style_pad_top [375]
                0.00    0.00       3/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/3           auto_step_cb [130]
                0.00    0.00       1/3           _lv_demo_music_main_create [98]
                0.00    0.00       1/3           _lv_disp_refr_timer [4]
[376]    0.0    0.00    0.00       3         lv_obj_set_style_text_align [376]
                0.00    0.00       3/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00     130/130         draw_bg [14]
[377]    0.0    0.00    0.00     130         lv_gradient_cleanup [377]
                0.00    0.00     130/1991        lv_mem_free [280]
-----------------------------------------------
                0.00    0.00       1/102         lv_img_decoder_create [495]
                0.00    0.00       1/102         lv_disp_drv_register [222]
                0.00    0.00       5/102         lv_timer_create [467]
                0.00    0.00      95/102         lv_anim_start [181]
[378]    0.0    0.00    0.00     102         _lv_ll_ins_head [378]
                0.00    0.00     102/1728        lv_mem_alloc [251]
                0.00    0.00     102/143         node_set_next [393]
                0.00    0.00     196/279         node_set_prev [525]
-----------------------------------------------
                0.00    0.00       3/329         lv_anim_path_ease_in [493]
                0.00    0.00      33/329         lv_anim_path_overshoot [457]
                0.00    0.00      43/329         lv_anim_path_ease_out [447]
                0.00    0.00     250/329         lv_anim_path_bounce [325]
[379]    0.0    0.00    0.00     329         lv_bezier3 [379]
-----------------------------------------------
                                                 <spontaneous>
[380]    0.0    0.00    0.00                 lv_color_hsv_to_rgb [380]
-----------------------------------------------
                                                 <spontaneous>
[381]    0.0    0.00    0.00                 lv_obj_scroll_to_view_recursive [381]
-----------------------------------------------
                                                 <spontaneous>
[382]    0.0    0.00    0.00                 _lv_area_is_out [382]
-----------------------------------------------
                0.00    0.00    1642/1642        draw_main [36]
[383]    0.0    0.00    0.00    1642         lv_label_get_text_selection_end [383]
-----------------------------------------------
                0.00    0.00       2/2           lv_imgbtn_set_src [368]
[384]    0.0    0.00    0.00       2         refr_img [384]
                0.00    0.00       2/29          lv_obj_set_height [246]
                0.00    0.00       2/1020        lv_obj_refresh_self_size [180]
                0.00    0.00       2/5718        lv_obj_invalidate [101]
                0.00    0.00       2/1091        lv_img_decoder_get_info [225]
                0.00    0.00       2/889         get_state [335]
                0.00    0.00       2/889         suggest_state [414]
-----------------------------------------------
                0.00    0.00     774/774         _ntoa_format [295]
[385]    0.0    0.00    0.00     774         _out_rev [385]
                0.00    0.00     628/2406        _out_buffer [411]
                0.00    0.00     586/2336        _out_null [1845]
-----------------------------------------------
                0.00    0.00      33/33          anim_ready_handler [192]
[386]    0.0    0.00    0.00      33         lv_bar_anim_ready [386]
                0.00    0.00      33/5718        lv_obj_invalidate [101]
-----------------------------------------------
                0.00    0.00       1/2           create_handle [243]
                0.00    0.00       1/2           create_cont [214]
[387]    0.0    0.00    0.00       2         lv_obj_set_style_border_width [387]
                0.00    0.00       2/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       2/2           lv_obj_set_grid_dsc_array [326]
[388]    0.0    0.00    0.00       2         lv_obj_set_style_grid_column_dsc_array [388]
                0.00    0.00       2/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       2/2           lv_obj_set_grid_dsc_array [326]
[389]    0.0    0.00    0.00       2         lv_obj_set_style_grid_row_dsc_array [389]
                0.00    0.00       2/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       3/3           _lv_demo_music_resume [308]
[390]    0.0    0.00    0.00       3         lv_bar_set_range [390]
                0.00    0.00       3/5718        lv_obj_invalidate [101]
                0.00    0.00       3/1976        lv_bar_get_mode [324]
-----------------------------------------------
                0.00    0.00       1/1           lv_gradient_get [110]
[391]    0.0    0.00    0.00       1         lv_gradient_set_cache_size [391]
                0.00    0.00       1/1728        lv_mem_alloc [251]
                0.00    0.00       1/1991        lv_mem_free [280]
-----------------------------------------------
                0.00    0.00       1/1           create_cont [214]
[392]    0.0    0.00    0.00       1         lv_obj_set_scroll_snap_y [392]
                0.00    0.00       1/98          lv_obj_allocate_spec_attr [420]
-----------------------------------------------
                0.00    0.00      41/143         _lv_ll_remove [443]
                0.00    0.00     102/143         _lv_ll_ins_head [378]
[393]    0.0    0.00    0.00     143         node_set_next [393]
-----------------------------------------------
                0.00    0.00       3/3951        _lv_demo_music_resume [308]
                0.00    0.00     185/3951        anim_mark_list_change [455]
                0.00    0.00     602/3951        _lv_inv_area [166]
                0.00    0.00    3161/3951        lv_obj_mark_layout_as_dirty [195]
[394]    0.0    0.00    0.00    3951         lv_timer_resume [394]
-----------------------------------------------
                0.00    0.00       3/763         lv_anim_path_ease_in [493]
                0.00    0.00      33/763         lv_anim_path_overshoot [457]
                0.00    0.00      43/763         lv_anim_path_ease_out [447]
                0.00    0.00     250/763         lv_anim_path_bounce [325]
                0.00    0.00     434/763         lv_anim_path_linear [345]
[395]    0.0    0.00    0.00     763         lv_map [395]
-----------------------------------------------
                0.00    0.00     720/720         example_lvgl_flush_cb [24]
[396]    0.0    0.00    0.00     720         lv_disp_flush_ready [396]
-----------------------------------------------
                0.00    0.00     677/677         lv_obj_refr_size [45]
[397]    0.0    0.00    0.00     677         lv_clamp_width [397]
-----------------------------------------------
                0.00    0.00     671/671         lv_obj_area_is_visible [120]
[398]    0.0    0.00    0.00     671         lv_disp_get_scr_prev [398]
-----------------------------------------------
                0.00    0.00       6/256         scroll_area_into_view [330]
                0.00    0.00     250/256         lv_obj_readjust_scroll [93]
[399]    0.0    0.00    0.00     256         lv_obj_get_scroll_snap_x [399]
-----------------------------------------------
                0.00    0.00       6/256         scroll_area_into_view [330]
                0.00    0.00     250/256         lv_obj_readjust_scroll [93]
[400]    0.0    0.00    0.00     256         lv_obj_get_scroll_snap_y [400]
-----------------------------------------------
                0.00    0.00     196/196         lv_obj_add_style [128]
[401]    0.0    0.00    0.00     196         trans_del [401]
                0.00    0.00     196/237         _lv_ll_get_tail [1846]
-----------------------------------------------
                0.00    0.00     153/153         _lv_disp_refr_timer [4]
[402]    0.0    0.00    0.00     153         lv_timer_get_idle [402]
-----------------------------------------------
                0.00    0.00      75/150         calc_rows [209]
                0.00    0.00      75/150         calc_cols [245]
[403]    0.0    0.00    0.00     150         count_tracks [403]
-----------------------------------------------
                0.00    0.00      67/67          children_repos [269]
[404]    0.0    0.00    0.00      67         get_next_item [404]
-----------------------------------------------
                                                 <spontaneous>
[405]    0.0    0.00    0.00                 lv_anim_path_step [405]
-----------------------------------------------
                                                 <spontaneous>
[406]    0.0    0.00    0.00                 lv_draw_sw_line [406]
-----------------------------------------------
                                                 <spontaneous>
[407]    0.0    0.00    0.00                 lv_label_is_char_under_pos [407]
-----------------------------------------------
                                                 <spontaneous>
[408]    0.0    0.00    0.00                 lv_obj_get_y2 [408]
-----------------------------------------------
                                                 <spontaneous>
[409]    0.0    0.00    0.00                 lv_obj_init_draw_arc_dsc [409]
-----------------------------------------------
                                                 <spontaneous>
[410]    0.0    0.00    0.00                 scroll_x_anim [410]
-----------------------------------------------
                0.00    0.00     628/2406        _out_rev [385]
                0.00    0.00    1778/2406        _vsnprintf [228]
[411]    0.0    0.00    0.00    2406         _out_buffer [411]
-----------------------------------------------
                                                 <spontaneous>
[412]    0.0    0.00    0.00                 _lv_ll_ins_tail [412]
-----------------------------------------------
                                                 <spontaneous>
[413]    0.0    0.00    0.00                 _lv_txt_is_cmd [413]
-----------------------------------------------
                0.00    0.00       2/889         refr_img [384]
                0.00    0.00     295/889         draw_main [49]
                0.00    0.00     592/889         lv_imgbtn_event <cycle 1> [48]
[414]    0.0    0.00    0.00     889         suggest_state [414]
-----------------------------------------------
                0.00    0.00     150/150         draw_indic <cycle 1> [86]
[415]    0.0    0.00    0.00     150         lv_area_get_width [415]
-----------------------------------------------
                0.00    0.00     130/130         lv_gradient_get [110]
[416]    0.0    0.00    0.00     130         iterate_cache [416]
                0.00    0.00     130/130         next_in_cache [417]
-----------------------------------------------
                0.00    0.00     130/130         iterate_cache [416]
[417]    0.0    0.00    0.00     130         next_in_cache [417]
-----------------------------------------------
                0.00    0.00       1/57          lv_obj_move_to_index [492]
                0.00    0.00       6/57          obj_del_core [283]
                0.00    0.00      50/57          theme_apply [146]
[418]    0.0    0.00    0.00      57         lv_obj_get_index [418]
                0.00    0.00     313/1528        lv_obj_get_child [347]
                0.00    0.00     313/50120       lv_obj_get_child_cnt [155]
                0.00    0.00      57/282178      lv_obj_get_parent [97]
-----------------------------------------------
                0.00    0.00      14/14          add_list_btn [64]
[419]    0.0    0.00    0.00      14         lv_snprintf [419]
                0.00    0.00      14/388         _vsnprintf [228]
-----------------------------------------------
                0.00    0.00       1/98          lv_obj_set_ext_click_area [517]
                0.00    0.00       1/98          lv_obj_set_scroll_dir [516]
                0.00    0.00       1/98          lv_obj_set_scroll_snap_y [392]
                0.00    0.00       2/98          lv_obj_set_scrollbar_mode [464]
                0.00    0.00       6/98          lv_obj_class_create_obj [338]
                0.00    0.00      11/98          scroll_by_raw [299]
                0.00    0.00      24/98          lv_obj_add_event_cb [445]
                0.00    0.00      52/98          lv_obj_refresh_ext_draw_size <cycle 1> [208]
[420]    0.0    0.00    0.00      98         lv_obj_allocate_spec_attr [420]
                0.00    0.00      87/1728        lv_mem_alloc [251]
-----------------------------------------------
                0.00    0.00       1/1           create_ctrl_box [147]
[421]    0.0    0.00    0.00       1         lv_obj_set_style_anim_time [421]
                0.00    0.00       1/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/1           create_ctrl_box [147]
[422]    0.0    0.00    0.00       1         lv_obj_set_style_bg_grad_color [422]
                0.00    0.00       1/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/1           create_ctrl_box [147]
[423]    0.0    0.00    0.00       1         lv_obj_set_style_bg_grad_dir [423]
                0.00    0.00       1/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/1           create_ctrl_box [147]
[424]    0.0    0.00    0.00       1         lv_obj_set_style_bg_img_src [424]
                0.00    0.00       1/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/1           _lv_demo_music_main_create [98]
[425]    0.0    0.00    0.00       1         lv_obj_set_style_grid_row_align [425]
                0.00    0.00       1/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/1           create_ctrl_box [147]
[426]    0.0    0.00    0.00       1         lv_obj_set_style_outline_width [426]
                0.00    0.00       1/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/1           create_handle [243]
[427]    0.0    0.00    0.00       1         lv_obj_set_style_pad_row [427]
                0.00    0.00       1/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/1           _lv_demo_music_main_create [98]
[428]    0.0    0.00    0.00       1         lv_obj_set_style_text_line_space [428]
                0.00    0.00       1/774         lv_obj_set_local_style_prop [70]
-----------------------------------------------
                0.00    0.00       1/1           lv_init [331]
[429]    0.0    0.00    0.00       1         lv_draw_init [429]
-----------------------------------------------
                                                 <spontaneous>
[430]    0.0    0.00    0.00                 draw_border_generic [430]
-----------------------------------------------
                                                 <spontaneous>
[431]    0.0    0.00    0.00                 draw_buf_rotate [431]
-----------------------------------------------
                                                 <spontaneous>
[432]    0.0    0.00    0.00                 hex_char_to_num [432]
-----------------------------------------------
                                                 <spontaneous>
[433]    0.0    0.00    0.00                 lv_bar_get_start_value [433]
-----------------------------------------------
                                                 <spontaneous>
[434]    0.0    0.00    0.00                 lv_disp_get_next [434]
-----------------------------------------------
                                                 <spontaneous>
[435]    0.0    0.00    0.00                 lv_draw_mask_angle_init [435]
-----------------------------------------------
                                                 <spontaneous>
[436]    0.0    0.00    0.00                 lv_event_get_indev [436]
-----------------------------------------------
                                                 <spontaneous>
[437]    0.0    0.00    0.00                 lv_img_decoder_read_line [437]
-----------------------------------------------
                                                 <spontaneous>
[438]    0.0    0.00    0.00                 show_error [438]
-----------------------------------------------
                0.00    0.00     228/228         lv_refr_join_area [328]
[439]    0.0    0.00    0.00     228         _lv_area_join [439]
-----------------------------------------------
                0.00    0.00     889/889         get_state [335]
[440]    0.0    0.00    0.00     889         lv_obj_get_state [440]
-----------------------------------------------
                0.00    0.00       1/1           lv_timer_exec [3]
[441]    0.0    0.00    0.00       1         stop_start_anim [441]
                0.00    0.00       1/67747       lv_obj_refresh_ext_draw_size <cycle 1> [208]
-----------------------------------------------
                0.00    0.00       1/1           lv_obj_construct [150]
[442]    0.0    0.00    0.00       1         lv_bar_constructor [442]
                0.00    0.00       1/40          lv_bar_set_value [254]
                0.00    0.00       2/117         lv_obj_clear_flag [297]
                0.00    0.00       2/2           lv_bar_init_anim [542]
-----------------------------------------------
                0.00    0.00       1/96          lv_timer_del [515]
                0.00    0.00       8/96          lv_anim_del [281]
                0.00    0.00      87/96          anim_ready_handler [192]
